DATE,BALL ONE,BALL TWO,BALL THREE,BALL FOUR,BALL FIVE,BONUS
2019-06-21,8,15,28,46,49,8
2019-06-18,2,3,17,20,33,3
2019-06-14,24,26,27,35,39,15
2019-06-11,11,14,15,38,47,13
2019-06-07,4,11,21,22,45,14
2019-06-04,10,16,22,46,50,19
2019-05-31,5,21,25,27,47,12
2019-05-28,15,21,25,33,43,17
2019-05-24,3,25,29,38,39,7
2019-05-21,3,11,15,33,43,13
2019-05-17,9,19,29,31,46,17
2019-05-14,15,18,34,44,46,16
2019-05-10,14,22,23,39,43,15
2019-05-07,15,22,30,45,48,13
2019-05-03,13,18,20,35,36,11
2019-04-30,1,3,20,46,48,5
2019-04-26,13,16,19,43,49,13
2019-04-23,10,35,37,46,48,9
2019-04-19,17,19,25,43,47,4
2019-04-16,5,6,32,44,48,5
2019-04-12,28,35,41,43,50,12
2019-04-09,5,11,13,28,38,14
2019-04-05,15,22,29,31,48,3
2019-04-02,11,29,35,38,41,18
2019-03-29,3,6,11,13,31,13
2019-03-26,1,8,24,26,30,2
2019-03-22,8,10,15,34,35,16
2019-03-19,3,16,32,33,36,7
2019-03-15,19,36,40,45,49,5
2019-03-12,8,27,40,46,48,18
2019-03-08,4,5,7,11,22,3
2019-03-05,1,18,24,48,49,20
2019-03-01,24,29,34,46,49,15
2019-02-26,10,20,28,31,33,12
2019-02-22,7,9,10,11,40,2
2019-02-19,14,18,21,26,35,5
2019-02-15,19,20,37,42,43,17
2019-02-12,15,16,24,38,47,13
2019-02-08,22,30,39,41,42,11
2019-02-05,5,28,31,35,50,9
2019-02-01,5,13,19,39,41,3
2019-01-29,6,7,23,25,29,5
2019-01-25,20,27,31,40,41,9
2019-01-22,6,15,24,41,47,3
2019-01-18,8,23,26,38,40,9
2019-01-15,9,13,24,27,29,20
2019-01-11,8,21,25,29,42,15
2019-01-08,2,15,35,44,46,13
2019-01-04,7,9,24,26,29,1
2019-01-01,42,44,46,47,48,11
2018-12-28,18,21,30,32,50,8
2018-12-25,13,16,28,29,30,7
2018-12-21,22,34,40,44,48,2
2018-12-18,3,5,14,20,32,16
2018-12-14,4,5,9,16,20,3
2018-12-11,7,29,39,42,48,7
2018-12-07,3,6,22,33,47,15
2018-12-04,5,13,20,33,34,6
2018-11-30,12,15,25,29,49,7
2018-11-27,12,27,39,41,46,10
2018-11-23,3,6,8,23,30,8
2018-11-20,14,32,33,37,47,15
2018-11-16,20,24,32,33,35,18
2018-11-13,4,6,19,24,41,8
2018-11-09,6,7,10,19,43,20
2018-11-06,10,20,48,49,50,12
2018-11-02,2,30,36,42,47,13
2018-10-30,19,20,24,27,29,19
2019-04-19,17,19,25,43,47,4
2019-04-16,5,6,32,44,48,5
2019-04-12,28,35,41,43,50,12
2019-04-09,5,11,13,28,38,14
2019-04-05,15,22,29,31,48,3
2019-04-02,11,29,35,38,41,18
2019-03-29,3,6,11,13,31,13
2019-03-26,1,8,24,26,30,2
2019-03-22,8,10,15,34,35,16
2019-03-19,3,16,32,33,36,7
2019-03-15,19,36,40,45,49,5
2019-03-12,8,27,40,46,48,18
2019-03-08,4,5,7,11,22,3
2019-03-05,1,18,24,48,49,20
2019-03-01,24,29,34,46,49,15
2019-02-26,10,20,28,31,33,12
2019-02-22,7,9,10,11,40,2
2019-02-19,14,18,21,26,35,5
2019-02-15,19,20,37,42,43,17
2019-02-12,15,16,24,38,47,13
2019-02-08,22,30,39,41,42,11
2019-02-05,5,28,31,35,50,9
2019-02-01,5,13,19,39,41,3
2019-01-29,6,7,23,25,29,5
2019-01-25,20,27,31,40,41,9
2019-01-22,6,15,24,41,47,3
2019-01-18,8,23,26,38,40,9
2019-01-15,9,13,24,27,29,20
2019-01-11,8,21,25,29,42,15
2019-01-08,2,15,35,44,46,13
2019-01-04,7,9,24,26,29,1
2019-01-01,42,44,46,47,48,11
2018-12-28,18,21,30,32,50,8
2018-12-25,13,16,28,29,30,7
2018-12-21,22,34,40,44,48,2
2018-12-18,3,5,14,20,32,16
2018-12-14,4,5,9,16,20,3
2018-12-11,7,29,39,42,48,7
2018-12-07,3,6,22,33,47,15
2018-12-04,5,13,20,33,34,6
2018-11-30,12,15,25,29,49,7
2018-11-27,12,27,39,41,46,10
2018-11-23,3,6,8,23,30,8
2018-11-20,14,32,33,37,47,15
2018-11-16,20,24,32,33,35,18
2018-11-13,4,6,19,24,41,8
2018-11-09,6,7,10,19,43,20
2018-11-06,10,20,48,49,50,12
2018-11-02,2,30,36,42,47,13
2018-10-30,19,20,24,27,29,19
2019-04-19,17,19,25,43,47,4
2019-04-16,5,6,32,44,48,5
2019-04-12,28,35,41,43,50,12
2019-04-09,5,11,13,28,38,14
2019-04-05,15,22,29,31,48,3
2019-04-02,11,29,35,38,41,18
2019-03-29,3,6,11,13,31,13
2019-03-26,1,8,24,26,30,2
2019-03-22,8,10,15,34,35,16
2019-03-19,3,16,32,33,36,7
2019-03-15,19,36,40,45,49,5
2019-03-12,8,27,40,46,48,18
2019-03-08,4,5,7,11,22,3
2019-03-05,1,18,24,48,49,20
2019-03-01,24,29,34,46,49,15
2019-02-26,10,20,28,31,33,12
2019-02-22,7,9,10,11,40,2
2019-02-19,14,18,21,26,35,5
2019-02-15,19,20,37,42,43,17
2019-02-12,15,16,24,38,47,13
2019-02-08,22,30,39,41,42,11
2019-02-05,5,28,31,35,50,9
2019-02-01,5,13,19,39,41,3
2019-01-29,6,7,23,25,29,5
2019-01-25,20,27,31,40,41,9
2019-01-22,6,15,24,41,47,3
2019-01-18,8,23,26,38,40,9
2019-01-15,9,13,24,27,29,20
2019-01-11,8,21,25,29,42,15
2019-01-08,2,15,35,44,46,13
2019-01-04,7,9,24,26,29,1
2019-01-01,42,44,46,47,48,11
2018-12-28,18,21,30,32,50,8
2018-12-25,13,16,28,29,30,7
2018-12-21,22,34,40,44,48,2
2018-12-18,3,5,14,20,32,16
2018-12-14,4,5,9,16,20,3
2018-12-11,7,29,39,42,48,7
2018-12-07,3,6,22,33,47,15
2018-12-04,5,13,20,33,34,6
2018-11-30,12,15,25,29,49,7
2018-11-27,12,27,39,41,46,10
2018-11-23,3,6,8,23,30,8
2018-11-20,14,32,33,37,47,15
2018-11-16,20,24,32,33,35,18
2018-11-13,4,6,19,24,41,8
2018-11-09,6,7,10,19,43,20
2018-11-06,10,20,48,49,50,12
2018-11-02,2,30,36,42,47,13
2018-10-30,19,20,24,27,29,19
2019-04-19,17,19,25,43,47,4
2019-04-16,5,6,32,44,48,5
2019-04-12,28,35,41,43,50,12
2019-04-09,5,11,13,28,38,14
2019-04-05,15,22,29,31,48,3
2019-04-02,11,29,35,38,41,18
2019-03-29,3,6,11,13,31,13
2019-03-26,1,8,24,26,30,2
2019-03-22,8,10,15,34,35,16
2019-03-19,3,16,32,33,36,7
2019-03-15,19,36,40,45,49,5
2019-03-12,8,27,40,46,48,18
2019-03-08,4,5,7,11,22,3
2019-03-05,1,18,24,48,49,20
2019-03-01,24,29,34,46,49,15
2019-02-26,10,20,28,31,33,12
2019-02-22,7,9,10,11,40,2
2019-02-19,14,18,21,26,35,5
2019-02-15,19,20,37,42,43,17
2019-02-12,15,16,24,38,47,13
2019-02-08,22,30,39,41,42,11
2019-02-05,5,28,31,35,50,9
2019-02-01,5,13,19,39,41,3
2019-01-29,6,7,23,25,29,5
2019-01-25,20,27,31,40,41,9
2019-01-22,6,15,24,41,47,3
2019-01-18,8,23,26,38,40,9
2019-01-15,9,13,24,27,29,20
2019-01-11,8,21,25,29,42,15
2019-01-08,2,15,35,44,46,13
2019-01-04,7,9,24,26,29,1
2019-01-01,42,44,46,47,48,11
2018-12-28,18,21,30,32,50,8
2018-12-25,13,16,28,29,30,7
2018-12-21,22,34,40,44,48,2
2018-12-18,3,5,14,20,32,16
2018-12-14,4,5,9,16,20,3
2018-12-11,7,29,39,42,48,7
2018-12-07,3,6,22,33,47,15
2018-12-04,5,13,20,33,34,6
2018-11-30,12,15,25,29,49,7
2018-11-27,12,27,39,41,46,10
2018-11-23,3,6,8,23,30,8
2018-11-20,14,32,33,37,47,15
2018-11-16,20,24,32,33,35,18
2018-11-13,4,6,19,24,41,8
2018-11-09,6,7,10,19,43,20
2018-11-06,10,20,48,49,50,12
2018-11-02,2,30,36,42,47,13
2018-10-30,19,20,24,27,29,19
2019-04-19,17,19,25,43,47,4
2019-04-16,5,6,32,44,48,5
2019-04-12,28,35,41,43,50,12
2019-04-09,5,11,13,28,38,14
2019-04-05,15,22,29,31,48,3
2019-04-02,11,29,35,38,41,18
2019-03-29,3,6,11,13,31,13
2019-03-26,1,8,24,26,30,2
2019-03-22,8,10,15,34,35,16
2019-03-19,3,16,32,33,36,7
2019-03-15,19,36,40,45,49,5
2019-03-12,8,27,40,46,48,18
2019-03-08,4,5,7,11,22,3
2019-03-05,1,18,24,48,49,20
2019-03-01,24,29,34,46,49,15
2019-02-26,10,20,28,31,33,12
2019-02-22,7,9,10,11,40,2
2019-02-19,14,18,21,26,35,5
2019-02-15,19,20,37,42,43,17
2019-02-12,15,16,24,38,47,13
2019-02-08,22,30,39,41,42,11
2019-02-05,5,28,31,35,50,9
2019-02-01,5,13,19,39,41,3
2019-01-29,6,7,23,25,29,5
2019-01-25,20,27,31,40,41,9
2019-01-22,6,15,24,41,47,3
2019-01-18,8,23,26,38,40,9
2019-01-15,9,13,24,27,29,20
2019-01-11,8,21,25,29,42,15
2019-01-08,2,15,35,44,46,13
2019-01-04,7,9,24,26,29,1
2019-01-01,42,44,46,47,48,11
2018-12-28,18,21,30,32,50,8
2018-12-25,13,16,28,29,30,7
2018-12-21,22,34,40,44,48,2
2018-12-18,3,5,14,20,32,16
2018-12-14,4,5,9,16,20,3
2018-12-11,7,29,39,42,48,7
2018-12-07,3,6,22,33,47,15
2018-12-04,5,13,20,33,34,6
2018-11-30,12,15,25,29,49,7
2018-11-27,12,27,39,41,46,10
2018-11-23,3,6,8,23,30,8
2018-11-20,14,32,33,37,47,15
2018-11-16,20,24,32,33,35,18
2018-11-13,4,6,19,24,41,8
2018-11-09,6,7,10,19,43,20
2018-11-06,10,20,48,49,50,12
2018-11-02,2,30,36,42,47,13
2018-10-30,19,20,24,27,29,19
2018-10-26,2,15,19,24,38,20
2018-10-23,4,17,21,28,48,20
2018-10-19,1,32,39,41,43,6
2018-10-16,2,8,27,35,41,8
2018-10-12,1,2,11,19,44,8
2018-10-09,5,13,22,24,40,5
2018-10-05,32,36,42,46,49,11
2018-10-02,3,7,15,24,35,18
2018-09-28,7,24,31,36,50,2
2018-09-25,7,15,17,30,40,11
2018-09-21,28,32,39,43,46,8
2018-09-18,15,22,23,31,38,1
2018-09-14,10,17,29,31,40,9
2018-09-11,3,26,34,40,50,12
2018-09-07,9,11,20,28,44,6
2018-09-04,3,13,24,25,41,8
2018-08-31,7,38,42,43,47,3
2018-08-28,4,13,21,41,44,15
2018-08-24,3,6,25,27,40,4
2018-08-21,19,21,23,34,45,9
2018-08-17,9,19,24,35,42,10
2018-08-14,13,29,32,38,45,5
2018-08-10,3,10,14,43,50,14
2018-08-07,2,3,19,24,30,3
2018-08-03,1,15,23,24,35,4
2018-07-31,3,6,14,34,36,12
2018-07-27,4,15,19,33,36,2
2018-07-24,9,15,18,24,29,19
2018-07-20,9,21,22,33,39,5
2018-07-17,12,26,34,35,44,4
2018-07-13,13,14,34,38,45,11
2018-07-10,1,31,34,38,46,12
2018-07-06,8,16,19,35,39,11
2018-07-03,3,38,48,49,50,18
2018-06-29,15,22,25,31,37,16
2018-06-26,15,25,39,43,50,14
2018-06-22,2,6,13,14,19,17
2018-06-19,12,20,23,24,37,4
2018-06-15,8,9,14,28,41,9
2018-06-12,3,5,31,35,37,13
2018-06-08,3,13,25,26,34,13
2018-06-05,10,13,28,33,45,14
2018-06-01,1,37,40,41,43,4
2018-05-29,12,21,31,37,41,13
2018-05-25,6,11,23,36,37,13
2018-05-22,3,10,15,19,44,14
2018-05-18,6,10,11,28,40,7
2018-05-15,5,10,20,27,40,10
2018-05-11,8,22,33,40,43,3
2018-05-08,3,4,6,26,44,5
2018-10-26,2,15,19,24,38,20
2018-10-23,4,17,21,28,48,20
2018-10-19,1,32,39,41,43,6
2018-10-16,2,8,27,35,41,8
2018-10-12,1,2,11,19,44,8
2018-10-09,5,13,22,24,40,5
2018-10-05,32,36,42,46,49,11
2018-10-02,3,7,15,24,35,18
2018-09-28,7,24,31,36,50,2
2018-09-25,7,15,17,30,40,11
2018-09-21,28,32,39,43,46,8
2018-09-18,15,22,23,31,38,1
2018-09-14,10,17,29,31,40,9
2018-09-11,3,26,34,40,50,12
2018-09-07,9,11,20,28,44,6
2018-09-04,3,13,24,25,41,8
2018-08-31,7,38,42,43,47,3
2018-08-28,4,13,21,41,44,15
2018-08-24,3,6,25,27,40,4
2018-08-21,19,21,23,34,45,9
2018-08-17,9,19,24,35,42,10
2018-08-14,13,29,32,38,45,5
2018-08-10,3,10,14,43,50,14
2018-08-07,2,3,19,24,30,3
2018-08-03,1,15,23,24,35,4
2018-07-31,3,6,14,34,36,12
2018-07-27,4,15,19,33,36,2
2018-07-24,9,15,18,24,29,19
2018-07-20,9,21,22,33,39,5
2018-07-17,12,26,34,35,44,4
2018-07-13,13,14,34,38,45,11
2018-07-10,1,31,34,38,46,12
2018-07-06,8,16,19,35,39,11
2018-07-03,3,38,48,49,50,18
2018-06-29,15,22,25,31,37,16
2018-06-26,15,25,39,43,50,14
2018-06-22,2,6,13,14,19,17
2018-06-19,12,20,23,24,37,4
2018-06-15,8,9,14,28,41,9
2018-06-12,3,5,31,35,37,13
2018-06-08,3,13,25,26,34,13
2018-06-05,10,13,28,33,45,14
2018-06-01,1,37,40,41,43,4
2018-05-29,12,21,31,37,41,13
2018-05-25,6,11,23,36,37,13
2018-05-22,3,10,15,19,44,14
2018-05-18,6,10,11,28,40,7
2018-05-15,5,10,20,27,40,10
2018-05-11,8,22,33,40,43,3
2018-05-08,3,4,6,26,44,5
2018-10-26,2,15,19,24,38,20
2018-10-23,4,17,21,28,48,20
2018-10-19,1,32,39,41,43,6
2018-10-16,2,8,27,35,41,8
2018-10-12,1,2,11,19,44,8
2018-10-09,5,13,22,24,40,5
2018-10-05,32,36,42,46,49,11
2018-10-02,3,7,15,24,35,18
2018-09-28,7,24,31,36,50,2
2018-09-25,7,15,17,30,40,11
2018-09-21,28,32,39,43,46,8
2018-09-18,15,22,23,31,38,1
2018-09-14,10,17,29,31,40,9
2018-09-11,3,26,34,40,50,12
2018-09-07,9,11,20,28,44,6
2018-09-04,3,13,24,25,41,8
2018-08-31,7,38,42,43,47,3
2018-08-28,4,13,21,41,44,15
2018-08-24,3,6,25,27,40,4
2018-08-21,19,21,23,34,45,9
2018-08-17,9,19,24,35,42,10
2018-08-14,13,29,32,38,45,5
2018-08-10,3,10,14,43,50,14
2018-08-07,2,3,19,24,30,3
2018-08-03,1,15,23,24,35,4
2018-07-31,3,6,14,34,36,12
2018-07-27,4,15,19,33,36,2
2018-07-24,9,15,18,24,29,19
2018-07-20,9,21,22,33,39,5
2018-07-17,12,26,34,35,44,4
2018-07-13,13,14,34,38,45,11
2018-07-10,1,31,34,38,46,12
2018-07-06,8,16,19,35,39,11
2018-07-03,3,38,48,49,50,18
2018-06-29,15,22,25,31,37,16
2018-06-26,15,25,39,43,50,14
2018-06-22,2,6,13,14,19,17
2018-06-19,12,20,23,24,37,4
2018-06-15,8,9,14,28,41,9
2018-06-12,3,5,31,35,37,13
2018-06-08,3,13,25,26,34,13
2018-06-05,10,13,28,33,45,14
2018-06-01,1,37,40,41,43,4
2018-05-29,12,21,31,37,41,13
2018-05-25,6,11,23,36,37,13
2018-05-22,3,10,15,19,44,14
2018-05-18,6,10,11,28,40,7
2018-05-15,5,10,20,27,40,10
2018-05-11,8,22,33,40,43,3
2018-05-08,3,4,6,26,44,5
2018-10-26,2,15,19,24,38,20
2018-10-23,4,17,21,28,48,20
2018-10-19,1,32,39,41,43,6
2018-10-16,2,8,27,35,41,8
2018-10-12,1,2,11,19,44,8
2018-10-09,5,13,22,24,40,5
2018-10-05,32,36,42,46,49,11
2018-10-02,3,7,15,24,35,18
2018-09-28,7,24,31,36,50,2
2018-09-25,7,15,17,30,40,11
2018-09-21,28,32,39,43,46,8
2018-09-18,15,22,23,31,38,1
2018-09-14,10,17,29,31,40,9
2018-09-11,3,26,34,40,50,12
2018-09-07,9,11,20,28,44,6
2018-09-04,3,13,24,25,41,8
2018-08-31,7,38,42,43,47,3
2018-08-28,4,13,21,41,44,15
2018-08-24,3,6,25,27,40,4
2018-08-21,19,21,23,34,45,9
2018-08-17,9,19,24,35,42,10
2018-08-14,13,29,32,38,45,5
2018-08-10,3,10,14,43,50,14
2018-08-07,2,3,19,24,30,3
2018-08-03,1,15,23,24,35,4
2018-07-31,3,6,14,34,36,12
2018-07-27,4,15,19,33,36,2
2018-07-24,9,15,18,24,29,19
2018-07-20,9,21,22,33,39,5
2018-07-17,12,26,34,35,44,4
2018-07-13,13,14,34,38,45,11
2018-07-10,1,31,34,38,46,12
2018-07-06,8,16,19,35,39,11
2018-07-03,3,38,48,49,50,18
2018-06-29,15,22,25,31,37,16
2018-06-26,15,25,39,43,50,14
2018-06-22,2,6,13,14,19,17
2018-06-19,12,20,23,24,37,4
2018-06-15,8,9,14,28,41,9
2018-06-12,3,5,31,35,37,13
2018-06-08,3,13,25,26,34,13
2018-06-05,10,13,28,33,45,14
2018-06-01,1,37,40,41,43,4
2018-05-29,12,21,31,37,41,13
2018-05-25,6,11,23,36,37,13
2018-05-22,3,10,15,19,44,14
2018-05-18,6,10,11,28,40,7
2018-05-15,5,10,20,27,40,10
2018-05-11,8,22,33,40,43,3
2018-05-08,3,4,6,26,44,5
2018-10-26,2,15,19,24,38,20
2018-10-23,4,17,21,28,48,20
2018-10-19,1,32,39,41,43,6
2018-10-16,2,8,27,35,41,8
2018-10-12,1,2,11,19,44,8
2018-10-09,5,13,22,24,40,5
2018-10-05,32,36,42,46,49,11
2018-10-02,3,7,15,24,35,18
2018-09-28,7,24,31,36,50,2
2018-09-25,7,15,17,30,40,11
2018-09-21,28,32,39,43,46,8
2018-09-18,15,22,23,31,38,1
2018-09-14,10,17,29,31,40,9
2018-09-11,3,26,34,40,50,12
2018-09-07,9,11,20,28,44,6
2018-09-04,3,13,24,25,41,8
2018-08-31,7,38,42,43,47,3
2018-08-28,4,13,21,41,44,15
2018-08-24,3,6,25,27,40,4
2018-08-21,19,21,23,34,45,9
2018-08-17,9,19,24,35,42,10
2018-08-14,13,29,32,38,45,5
2018-08-10,3,10,14,43,50,14
2018-08-07,2,3,19,24,30,3
2018-08-03,1,15,23,24,35,4
2018-07-31,3,6,14,34,36,12
2018-07-27,4,15,19,33,36,2
2018-07-24,9,15,18,24,29,19
2018-07-20,9,21,22,33,39,5
2018-07-17,12,26,34,35,44,4
2018-07-13,13,14,34,38,45,11
2018-07-10,1,31,34,38,46,12
2018-07-06,8,16,19,35,39,11
2018-07-03,3,38,48,49,50,18
2018-06-29,15,22,25,31,37,16
2018-06-26,15,25,39,43,50,14
2018-06-22,2,6,13,14,19,17
2018-06-19,12,20,23,24,37,4
2018-06-15,8,9,14,28,41,9
2018-06-12,3,5,31,35,37,13
2018-06-08,3,13,25,26,34,13
2018-06-05,10,13,28,33,45,14
2018-06-01,1,37,40,41,43,4
2018-05-29,12,21,31,37,41,13
2018-05-25,6,11,23,36,37,13
2018-05-22,3,10,15,19,44,14
2018-05-18,6,10,11,28,40,7
2018-05-15,5,10,20,27,40,10
2018-05-11,8,22,33,40,43,3
2018-05-08,3,4,6,26,44,5
2018-05-04,4,9,11,12,25,6
2018-05-01,8,17,29,40,42,11
2018-04-27,2,8,12,20,43,6
2018-04-24,6,16,17,39,43,4
2018-04-20,5,13,20,31,35,9
2018-04-17,3,6,7,16,33,17
2018-04-13,6,9,21,23,30,14
2018-04-10,2,14,17,31,34,19
2018-04-06,3,11,26,35,43,3
2018-04-03,4,13,16,33,40,2
2018-03-30,8,19,34,37,41,11
2018-03-27,4,9,12,18,31,6
2018-03-23,3,23,24,35,37,9
2018-03-20,5,21,35,37,40,9
2018-03-16,8,17,29,31,38,5
2018-03-13,13,26,31,37,43,15
2018-03-09,9,11,20,26,34,10
2018-03-06,12,24,29,35,36,1
2018-03-02,1,14,27,33,40,12
2018-02-27,6,16,18,33,34,13
2018-02-23,15,20,31,36,45,17
2018-02-20,8,27,30,33,42,3
2018-02-16,2,8,26,28,30,2
2018-02-13,5,10,12,29,42,8
2018-02-09,1,8,10,26,39,17
2018-02-06,6,7,21,27,40,15
2018-02-02,10,13,30,36,45,19
2018-01-30,8,20,41,42,43,4
2018-01-26,6,8,14,22,25,3
2018-01-23,3,28,40,41,42,8
2018-01-19,1,3,13,24,27,12
2018-01-16,12,27,29,35,36,15
2018-01-12,15,17,20,25,42,19
2018-01-09,4,11,18,19,40,19
2018-01-05,8,31,34,35,44,4
2018-01-02,21,29,30,34,37,20
2017-12-29,3,7,21,41,42,18
2017-12-26,13,14,29,42,44,4
2017-12-22,5,9,16,19,31,3
2017-12-19,3,7,11,43,44,4
2017-12-15,2,9,10,17,44,18
2017-12-12,7,10,15,24,39,19
2017-12-08,3,8,17,22,27,13
2017-12-05,4,8,19,32,40,18
2017-12-01,8,11,22,28,29,1
2017-11-28,7,11,28,38,39,14
2017-11-24,4,14,29,37,43,18
2017-11-21,16,23,32,34,41,18
2017-11-17,13,14,24,36,42,20
2017-11-14,8,21,25,34,41,20
2018-05-04,4,9,11,12,25,6
2018-05-01,8,17,29,40,42,11
2018-04-27,2,8,12,20,43,6
2018-04-24,6,16,17,39,43,4
2018-04-20,5,13,20,31,35,9
2018-04-17,3,6,7,16,33,17
2018-04-13,6,9,21,23,30,14
2018-04-10,2,14,17,31,34,19
2018-04-06,3,11,26,35,43,3
2018-04-03,4,13,16,33,40,2
2018-03-30,8,19,34,37,41,11
2018-03-27,4,9,12,18,31,6
2018-03-23,3,23,24,35,37,9
2018-03-20,5,21,35,37,40,9
2018-03-16,8,17,29,31,38,5
2018-03-13,13,26,31,37,43,15
2018-03-09,9,11,20,26,34,10
2018-03-06,12,24,29,35,36,1
2018-03-02,1,14,27,33,40,12
2018-02-27,6,16,18,33,34,13
2018-02-23,15,20,31,36,45,17
2018-02-20,8,27,30,33,42,3
2018-02-16,2,8,26,28,30,2
2018-02-13,5,10,12,29,42,8
2018-02-09,1,8,10,26,39,17
2018-02-06,6,7,21,27,40,15
2018-02-02,10,13,30,36,45,19
2018-01-30,8,20,41,42,43,4
2018-01-26,6,8,14,22,25,3
2018-01-23,3,28,40,41,42,8
2018-01-19,1,3,13,24,27,12
2018-01-16,12,27,29,35,36,15
2018-01-12,15,17,20,25,42,19
2018-01-09,4,11,18,19,40,19
2018-01-05,8,31,34,35,44,4
2018-01-02,21,29,30,34,37,20
2017-12-29,3,7,21,41,42,18
2017-12-26,13,14,29,42,44,4
2017-12-22,5,9,16,19,31,3
2017-12-19,3,7,11,43,44,4
2017-12-15,2,9,10,17,44,18
2017-12-12,7,10,15,24,39,19
2017-12-08,3,8,17,22,27,13
2017-12-05,4,8,19,32,40,18
2017-12-01,8,11,22,28,29,1
2017-11-28,7,11,28,38,39,14
2017-11-24,4,14,29,37,43,18
2017-11-21,16,23,32,34,41,18
2017-11-17,13,14,24,36,42,20
2017-11-14,8,21,25,34,41,20
2018-05-04,4,9,11,12,25,6
2018-05-01,8,17,29,40,42,11
2018-04-27,2,8,12,20,43,6
2018-04-24,6,16,17,39,43,4
2018-04-20,5,13,20,31,35,9
2018-04-17,3,6,7,16,33,17
2018-04-13,6,9,21,23,30,14
2018-04-10,2,14,17,31,34,19
2018-04-06,3,11,26,35,43,3
2018-04-03,4,13,16,33,40,2
2018-03-30,8,19,34,37,41,11
2018-03-27,4,9,12,18,31,6
2018-03-23,3,23,24,35,37,9
2018-03-20,5,21,35,37,40,9
2018-03-16,8,17,29,31,38,5
2018-03-13,13,26,31,37,43,15
2018-03-09,9,11,20,26,34,10
2018-03-06,12,24,29,35,36,1
2018-03-02,1,14,27,33,40,12
2018-02-27,6,16,18,33,34,13
2018-02-23,15,20,31,36,45,17
2018-02-20,8,27,30,33,42,3
2018-02-16,2,8,26,28,30,2
2018-02-13,5,10,12,29,42,8
2018-02-09,1,8,10,26,39,17
2018-02-06,6,7,21,27,40,15
2018-02-02,10,13,30,36,45,19
2018-01-30,8,20,41,42,43,4
2018-01-26,6,8,14,22,25,3
2018-01-23,3,28,40,41,42,8
2018-01-19,1,3,13,24,27,12
2018-01-16,12,27,29,35,36,15
2018-01-12,15,17,20,25,42,19
2018-01-09,4,11,18,19,40,19
2018-01-05,8,31,34,35,44,4
2018-01-02,21,29,30,34,37,20
2017-12-29,3,7,21,41,42,18
2017-12-26,13,14,29,42,44,4
2017-12-22,5,9,16,19,31,3
2017-12-19,3,7,11,43,44,4
2017-12-15,2,9,10,17,44,18
2017-12-12,7,10,15,24,39,19
2017-12-08,3,8,17,22,27,13
2017-12-05,4,8,19,32,40,18
2017-12-01,8,11,22,28,29,1
2017-11-28,7,11,28,38,39,14
2017-11-24,4,14,29,37,43,18
2017-11-21,16,23,32,34,41,18
2017-11-17,13,14,24,36,42,20
2017-11-14,8,21,25,34,41,20
2018-05-04,4,9,11,12,25,6
2018-05-01,8,17,29,40,42,11
2018-04-27,2,8,12,20,43,6
2018-04-24,6,16,17,39,43,4
2018-04-20,5,13,20,31,35,9
2018-04-17,3,6,7,16,33,17
2018-04-13,6,9,21,23,30,14
2018-04-10,2,14,17,31,34,19
2018-04-06,3,11,26,35,43,3
2018-04-03,4,13,16,33,40,2
2018-03-30,8,19,34,37,41,11
2018-03-27,4,9,12,18,31,6
2018-03-23,3,23,24,35,37,9
2018-03-20,5,21,35,37,40,9
2018-03-16,8,17,29,31,38,5
2018-03-13,13,26,31,37,43,15
2018-03-09,9,11,20,26,34,10
2018-03-06,12,24,29,35,36,1
2018-03-02,1,14,27,33,40,12
2018-02-27,6,16,18,33,34,13
2018-02-23,15,20,31,36,45,17
2018-02-20,8,27,30,33,42,3
2018-02-16,2,8,26,28,30,2
2018-02-13,5,10,12,29,42,8
2018-02-09,1,8,10,26,39,17
2018-02-06,6,7,21,27,40,15
2018-02-02,10,13,30,36,45,19
2018-01-30,8,20,41,42,43,4
2018-01-26,6,8,14,22,25,3
2018-01-23,3,28,40,41,42,8
2018-01-19,1,3,13,24,27,12
2018-01-16,12,27,29,35,36,15
2018-01-12,15,17,20,25,42,19
2018-01-09,4,11,18,19,40,19
2018-01-05,8,31,34,35,44,4
2018-01-02,21,29,30,34,37,20
2017-12-29,3,7,21,41,42,18
2017-12-26,13,14,29,42,44,4
2017-12-22,5,9,16,19,31,3
2017-12-19,3,7,11,43,44,4
2017-12-15,2,9,10,17,44,18
2017-12-12,7,10,15,24,39,19
2017-12-08,3,8,17,22,27,13
2017-12-05,4,8,19,32,40,18
2017-12-01,8,11,22,28,29,1
2017-11-28,7,11,28,38,39,14
2017-11-24,4,14,29,37,43,18
2017-11-21,16,23,32,34,41,18
2017-11-17,13,14,24,36,42,20
2017-11-14,8,21,25,34,41,20
2018-05-04,4,9,11,12,25,6
2018-05-01,8,17,29,40,42,11
2018-04-27,2,8,12,20,43,6
2018-04-24,6,16,17,39,43,4
2018-04-20,5,13,20,31,35,9
2018-04-17,3,6,7,16,33,17
2018-04-13,6,9,21,23,30,14
2018-04-10,2,14,17,31,34,19
2018-04-06,3,11,26,35,43,3
2018-04-03,4,13,16,33,40,2
2018-03-30,8,19,34,37,41,11
2018-03-27,4,9,12,18,31,6
2018-03-23,3,23,24,35,37,9
2018-03-20,5,21,35,37,40,9
2018-03-16,8,17,29,31,38,5
2018-03-13,13,26,31,37,43,15
